Time	1st	2nd	3rd	4th	5th	6th	7th	8th	9th	10th
0.418	0.008	-0.248	-1.024	-1.024	-0.152	-1.024	-0.28	-1.024	-1.024	-1.024
0.42	0.168	0.04	-1.024	-1.024	-0.296	-1.024	-0.104	-1.024	-1.024	-1.024
0.422	0.264	0.168	-1.024	-1.024	-0.264	-1.024	0.128	-1.024	-1.024	-1.024
0.424	0.264	0.216	-1.024	-1.024	-0.024	-1.024	0.216	-1.024	-1.024	-1.024
0.426	0.08	0.248	-1.024	-1.024	0.144	-1.024	0.272	-1.024	-1.024	-1.024
0.428	-0.16	-0.008	-1.024	-1.024	0.28	-1.024	0.192	-1.024	-1.024	-1.024
0.43	-0.304	-0.088	-1.024	-1.024	0.328	-1.024	-0.04	-1.024	-1.024	-1.024
0.432	-0.264	-0.24	-1.024	-1.024	0.168	-1.024	-0.216	-1.024	-1.024	-1.024
0.434	-0.048	-0.248	-1.024	-1.024	-0.064	-1.024	-0.32	-1.024	-1.024	-1.024
0.436	0.144	-0.04	-1.024	-1.024	-0.224	-1.024	-0.192	-1.024	-1.024	-1.024
0.438	0.24	0.152	-1.024	-1.024	-0.264	-1.024	0.048	-1.024	-1.024	-1.024
0.44	0.224	0.248	-1.024	-1.024	-0.136	-1.024	0.224	-1.024	-1.024	-1.024
0.442	0.136	0.248	-1.024	-1.024	0.072	-1.024	0.328	-1.024	-1.024	-1.024
0.444	-0.08	0.104	-1.024	-1.024	0.248	-1.024	0.232	-1.024	-1.024	-1.024
0.446	-0.24	-0.088	-1.024	-1.024	0.296	-1.024	0	-1.024	-1.024	-1.024
0.448	-0.32	-0.288	-1.024	-1.024	0.208	-1.024	-0.2	-1.024	-1.024	-1.024
0.45	-0.144	-0.288	-1.024	-1.024	-0.008	-1.024	-0.264	-1.024	-1.024	-1.024
0.452	0.072	-0.112	-1.024	-1.024	-0.192	-1.024	-0.24	-1.024	-1.024	-1.024
0.454	0.248	0.136	-1.024	-1.024	-0.344	-1.024	0.016	-1.024	-1.024	-1.024
0.456	0.272	0.216	-1.024	-1.024	-0.184	-1.024	0.2	-1.024	-1.024	-1.024
0.458	0.176	0.232	-1.024	-1.024	-0.072	-1.024	0.312	-1.024	-1.024	-1.024
0.46	-0.024	0.168	-1.024	-1.024	0.184	-1.024	0.248	-1.024	-1.024	-1.024
0.462	-0.168	0.048	-1.024	-1.024	0.288	-1.024	0.104	-1.024	-1.024	-1.024
0.464	-0.296	-0.2	-1.024	-1.024	0.248	-1.024	-0.104	-1.024	-1.024	-1.024
0.466	-0.16	-0.28	-1.024	-1.024	0.096	-1.024	-0.264	-1.024	-1.024	-1.024
0.468	0.016	-0.16	-1.024	-1.024	-0.112	-1.024	-0.32	-1.024	-1.024	-1.024
0.47	0.2	0.056	-1.024	-1.024	-0.264	-1.024	-0.072	-1.024	-1.024	-1.024
0.472	0.288	0.184	-1.024	-1.024	-0.264	-1.024	0.144	-1.024	-1.024	-1.024
0.474	0.216	0.288	-1.024	-1.024	-0.088	-1.024	0.288	-1.024	-1.024	-1.024
0.476	0.08	0.272	-1.024	-1.024	0.136	-1.024	0.248	-1.024	-1.024	-1.024
0.478	-0.112	0.032	-1.024	-1.024	0.224	-1.024	0.168	-1.024	-1.024	-1.024
0.48	-0.296	-0.12	-1.024	-1.024	0.288	-1.024	-0.032	-1.024	-1.024	-1.024
0.482	-0.256	-0.256	-1.024	-1.024	0.152	-1.024	-0.232	-1.024	-1.024	-1.024
