Time	1st	2nd	3rd	4th	5th
0.616	-102.4	3.2	3.2	3.2	4
0.618	-102.4	4	3.2	3.2	3.2
0.62	-102.4	4	2.4	3.2	4
0.622	-102.4	3.2	4	4	3.2
0.624	-102.4	3.2	3.2	4	3.2
0.626	-102.4	4	4	3.2	3.2
0.628	-102.4	3.2	4	4	3.2
0.63	-102.4	3.2	4	3.2	4
0.632	-102.4	4	3.2	3.2	3.2
0.634	-102.4	4	3.2	3.2	3.2
0.636	-102.4	3.2	2.4	3.2	4
0.638	-102.4	4	4	3.2	2.4
0.64	-102.4	4.8	4	3.2	4
0.642	-102.4	4	4	4	4
0.644	-102.4	3.2	3.2	3.2	4
0.646	-102.4	4	3.2	4	2.4
0.648	-102.4	4	4	4	3.2
0.65	-102.4	3.2	3.2	3.2	4
0.652	-102.4	4	3.2	4	4
0.654	-102.4	3.2	4	3.2	3.2
0.656	-102.4	4	4	2.4	3.2
0.658	-102.4	4	3.2	3.2	3.2
0.66	-102.4	3.2	3.2	4.8	3.2
0.662	-102.4	4	3.2	3.2	4
0.664	-102.4	4	2.4	3.2	4
0.666	-102.4	3.2	3.2	4	3.2
0.668	-102.4	3.2	3.2	4	3.2
0.67	-102.4	3.2	3.2	4	4
0.672	-102.4	3.2	3.2	4	4
0.674	-102.4	4	3.2	4	3.2
0.676	-102.4	3.2	3.2	4	4
0.678	-102.4	4	3.2	3.2	4
0.68	4	3.2	4	4	3.2
0.682	4	3.2	3.2	4	3.2
0.684	4	4	3.2	3.2	4.8
0.686	4	3.2	4	3.2	3.2
0.688	4	4	3.2	3.2	3.2
0.69	3.2	3.2	3.2	4	4
0.692	4	3.2	4	4	3.2
0.694	4.8	3.2	2.4	3.2	4
0.696	4	4	3.2	3.2	3.2
0.698	4	4	4	2.4	4.8
0.7	4	4	2.4	3.2	4
0.702	4	3.2	3.2	3.2	2.4
0.704	4	4	2.4	3.2	3.2
0.706	4	3.2	3.2	3.2	4
0.708	4	4	4	4	4
0.71	4	3.2	2.4	3.2	3.2
0.712	3.2	2.4	3.2	3.2	2.4
0.714	3.2	3.2	3.2	2.4	3.2
0.716	4	4	3.2	3.2	4
0.718	4	4.8	4	3.2	4
0.72	4	4	4	3.2	3.2
0.722	4	3.2	3.2	4	3.2
0.724	4	3.2	3.2	3.2	3.2
0.726	4	3.2	4	3.2	3.2
0.728	4	3.2	3.2	4	3.2
0.73	3.2	3.2	3.2	3.2	4
0.732	4	4	4	3.2	4
0.734	4	3.2	3.2	4	4
0.736	4	3.2	3.2	4	3.2
0.738	4	3.2	3.2	3.2	4
0.74	4	3.2	4	4	4
0.742	3.2	3.2	3.2	3.2	4
0.744	4	3.2	3.2	3.2	3.2
0.746	4	3.2	4	4	3.2
0.748	4	3.2	3.2	3.2	4
0.75	4	3.2	3.2	4	3.2
0.752	4	3.2	3.2	3.2	3.2
0.754	4	3.2	3.2	4	4
0.756	4	3.2	2.4	3.2	3.2
0.758	4	3.2	4	4	3.2
0.76	3.2	3.2	3.2	4	3.2
0.762	4	3.2	4	3.2	4
0.764	4	2.4	4	3.2	3.2
0.766	4	4	4	4	4
0.768	4	3.2	4	3.2	3.2
0.77	4.8	3.2	4	3.2	4
0.772	3.2	3.2	3.2	3.2	4
0.774	4	3.2	4	3.2	3.2
0.776	4	3.2	4	3.2	3.2
0.778	4	3.2	4	3.2	4
0.78	4.8	2.4	4	3.2	3.2
0.782	3.2	4	3.2	3.2	3.2
0.784	4	4	3.2	3.2	3.2
0.786	4	4	3.2	3.2	4
0.788	3.2	3.2	3.2	4	4
0.79	4	4	3.2	4	3.2
0.792	4	4	3.2	4	4
0.794	4.8	3.2	4	4	4
0.796	4	4	4	3.2	4
0.798	4	3.2	3.2	3.2	3.2
0.8	4	3.2	3.2	4	4
0.802	4	4	3.2	3.2	3.2
0.804	4	4	3.2	3.2	3.2
0.806	4	3.2	2.4	3.2	3.2
0.808	4	3.2	3.2	2.4	3.2
0.81	4.8	3.2	3.2	3.2	2.4
0.812	4	4	4	4	2.4
0.814	4	3.2	4	3.2	2.4
0.816	4	4.8	3.2	3.2	3.2
0.818	4	4	4	4	3.2
0.82	4.8	3.2	4	3.2	4
0.822	4	4	3.2	3.2	3.2
0.824	4	4	3.2	4	3.2
0.826	4	2.4	4	3.2	3.2
0.828	4	2.4	3.2	4	3.2
0.83	4	3.2	4	4	2.4
0.832	4.8	4	2.4	4	4
0.834	4	3.2	3.2	3.2	4
0.836	4	4	3.2	4	2.4
0.838	3.2	4.8	3.2	3.2	3.2
0.84	3.2	4	4	4	4
0.842	4	4	4	3.2	4
0.844	4	4	4	4	3.2
0.846	4.8	3.2	3.2	4	4
0.848	4	3.2	3.2	3.2	3.2
0.85	4	3.2	3.2	3.2	4
0.852	4	4	3.2	3.2	3.2
0.854	4	3.2	3.2	3.2	4
0.856	4	4	4	4	3.2
0.858	4	4	4	4	3.2
0.86	4	4	3.2	3.2	3.2
0.862	4	4	3.2	4	2.4
0.864	4.8	4	3.2	3.2	4
0.866	4.8	3.2	3.2	4	4
0.868	4.8	4	3.2	3.2	3.2
0.87	4	3.2	4	4	4
0.872	4.8	3.2	4	3.2	4
0.874	4	3.2	3.2	2.4	4
0.876	4	4	3.2	4	3.2
0.878	4	3.2	3.2	4	4
0.88	4.8	3.2	4	4	4
0.882	4	4	4	3.2	3.2
0.884	4	4	3.2	3.2	4
0.886	4	3.2	3.2	3.2	4
0.888	4	4	3.2	3.2	4
0.89	4	4	4	4	3.2
0.892	4	4.8	4	3.2	3.2
0.894	4	3.2	3.2	3.2	3.2
0.896	4.8	3.2	3.2	2.4	4
0.898	4	3.2	3.2	4	3.2
0.9	4	4	3.2	3.2	3.2
0.902	4	4	3.2	4	3.2
0.904	4	4	4	4	4
0.906	4.8	3.2	4	2.4	4
0.908	4	3.2	2.4	2.4	3.2
0.91	4.8	4	4	4	4
0.912	4.8	4.8	4	4	3.2
0.914	4.8	3.2	3.2	3.2	3.2
0.916	4	3.2	3.2	3.2	3.2
0.918	4	3.2	3.2	3.2	4
0.92	3.2	4	3.2	3.2	3.2
0.922	4	4	3.2	3.2	3.2
0.924	4	4	3.2	3.2	3.2
0.926	4	4.8	4	3.2	3.2
0.928	4	3.2	2.4	3.2	4
0.93	4.8	3.2	4	3.2	3.2
0.932	4	2.4	4	3.2	4.8
0.934	4	3.2	3.2	3.2	3.2
0.936	3.2	4	3.2	4	3.2
0.938	3.2	4	3.2	3.2	4
0.94	4	4	4	3.2	3.2
0.942	4	4	4	2.4	4
0.944	4	4	3.2	4	3.2
0.946	4	4	3.2	3.2	3.2
0.948	3.2	3.2	4	3.2	4
0.95	4.8	3.2	3.2	3.2	3.2
0.952	4	4	3.2	3.2	4
0.954	4	4	3.2	3.2	3.2
0.956	4	4	4	4	3.2
0.958	4	4	3.2	3.2	4
0.96	3.2	4	3.2	4	3.2
