Time	1st	2nd	3rd	4th	5th
0.706	3.2	3.2	-102.4	4	3.2
0.708	4	3.2	-102.4	3.2	2.4
0.71	3.2	2.4	-102.4	2.4	3.2
0.712	3.2	3.2	-102.4	3.2	3.2
0.714	2.4	2.4	-102.4	2.4	2.4
0.716	3.2	2.4	-102.4	3.2	3.2
0.718	3.2	2.4	-102.4	3.2	4
0.72	4	2.4	-102.4	3.2	3.2
0.722	3.2	3.2	-102.4	3.2	3.2
0.724	3.2	2.4	-102.4	3.2	2.4
0.726	3.2	3.2	-102.4	3.2	3.2
0.728	2.4	2.4	-102.4	3.2	2.4
0.73	3.2	2.4	-102.4	3.2	3.2
0.732	3.2	2.4	-102.4	4	4
0.734	3.2	3.2	-102.4	2.4	2.4
0.736	3.2	2.4	-102.4	3.2	3.2
0.738	3.2	2.4	-102.4	4	2.4
0.74	4	2.4	-102.4	3.2	3.2
0.742	4	3.2	-102.4	3.2	2.4
0.744	3.2	3.2	-102.4	2.4	3.2
0.746	3.2	3.2	-102.4	2.4	3.2
0.748	3.2	2.4	-102.4	2.4	2.4
0.75	3.2	2.4	-102.4	3.2	2.4
0.752	3.2	3.2	-102.4	3.2	3.2
0.754	3.2	3.2	-102.4	2.4	3.2
0.756	3.2	2.4	-102.4	3.2	3.2
0.758	3.2	2.4	-102.4	2.4	2.4
0.76	3.2	3.2	-102.4	3.2	3.2
0.762	4	3.2	-102.4	2.4	3.2
0.764	3.2	2.4	-102.4	3.2	4
0.766	3.2	3.2	-102.4	3.2	2.4
0.768	4	2.4	-102.4	3.2	3.2
0.77	3.2	2.4	-102.4	3.2	3.2
0.772	2.4	3.2	-102.4	2.4	2.4
0.774	4	3.2	-102.4	3.2	3.2
0.776	2.4	3.2	-102.4	3.2	3.2
0.778	2.4	2.4	-102.4	2.4	3.2
0.78	2.4	3.2	-102.4	2.4	2.4
0.782	3.2	3.2	-102.4	2.4	3.2
0.784	3.2	3.2	-102.4	3.2	2.4
0.786	2.4	2.4	-102.4	2.4	3.2
0.788	3.2	3.2	-102.4	2.4	2.4
0.79	3.2	2.4	-102.4	2.4	3.2
0.792	4	3.2	-102.4	3.2	3.2
0.794	3.2	3.2	-102.4	2.4	2.4
0.796	3.2	3.2	-102.4	3.2	3.2
0.798	2.4	2.4	-102.4	2.4	2.4
0.8	3.2	3.2	-102.4	3.2	2.4
0.802	3.2	3.2	-102.4	2.4	3.2
0.804	3.2	2.4	-102.4	1.6	2.4
0.806	3.2	3.2	-102.4	2.4	3.2
0.808	3.2	2.4	-102.4	2.4	2.4
0.81	3.2	3.2	-102.4	3.2	2.4
0.812	3.2	3.2	-102.4	2.4	3.2
0.814	3.2	3.2	-102.4	3.2	3.2
0.816	3.2	2.4	3.2	2.4	3.2
0.818	4	3.2	2.4	3.2	3.2
0.82	3.2	1.6	2.4	1.6	3.2
0.822	3.2	3.2	3.2	2.4	3.2
0.824	3.2	2.4	3.2	2.4	2.4
0.826	2.4	3.2	2.4	3.2	3.2
0.828	2.4	3.2	3.2	2.4	3.2
0.83	3.2	2.4	3.2	3.2	2.4
0.832	3.2	4	3.2	2.4	3.2
0.834	3.2	2.4	3.2	3.2	3.2
0.836	4	3.2	2.4	2.4	2.4
0.838	2.4	4	3.2	2.4	3.2
0.84	3.2	3.2	3.2	2.4	3.2
0.842	3.2	2.4	2.4	1.6	2.4
0.844	3.2	3.2	2.4	3.2	2.4
0.846	2.4	4	3.2	3.2	2.4
0.848	2.4	2.4	2.4	2.4	3.2
0.85	2.4	2.4	3.2	3.2	2.4
0.852	3.2	2.4	2.4	3.2	2.4
0.854	3.2	0.8	2.4	3.2	3.2
0.856	3.2	2.4	3.2	2.4	2.4
0.858	3.2	2.4	2.4	4	3.2
0.86	3.2	2.4	2.4	4	3.2
0.862	3.2	0.8	2.4	1.6	3.2
0.864	3.2	4	2.4	3.2	2.4
0.866	3.2	4	2.4	2.4	2.4
0.868	3.2	3.2	3.2	3.2	2.4
0.87	3.2	2.4	2.4	3.2	2.4
0.872	3.2	2.4	3.2	3.2	3.2
0.874	3.2	1.6	3.2	2.4	2.4
0.876	3.2	3.2	2.4	3.2	3.2
0.878	3.2	2.4	3.2	3.2	3.2
0.88	3.2	2.4	3.2	3.2	3.2
0.882	3.2	2.4	3.2	3.2	3.2
0.884	3.2	2.4	3.2	3.2	3.2
0.886	3.2	3.2	2.4	2.4	2.4
0.888	4	1.6	2.4	3.2	3.2
0.89	2.4	2.4	1.6	2.4	3.2
0.892	3.2	2.4	3.2	3.2	3.2
0.894	2.4	3.2	3.2	3.2	3.2
0.896	2.4	3.2	2.4	3.2	3.2
0.898	3.2	3.2	3.2	3.2	3.2
0.9	1.6	3.2	2.4	2.4	2.4
0.902	2.4	2.4	1.6	4	3.2
0.904	1.6	2.4	3.2	2.4	4
0.906	3.2	2.4	2.4	2.4	2.4
0.908	2.4	2.4	2.4	2.4	2.4
0.91	3.2	3.2	2.4	2.4	2.4
0.912	3.2	4	3.2	3.2	3.2
0.914	2.4	3.2	2.4	2.4	3.2
0.916	3.2	4	2.4	3.2	2.4
0.918	3.2	2.4	2.4	2.4	2.4
0.92	2.4	2.4	3.2	3.2	3.2
0.922	3.2	2.4	4	2.4	2.4
0.924	1.6	2.4	3.2	2.4	4
0.926	3.2	2.4	3.2	2.4	3.2
0.928	3.2	2.4	2.4	3.2	2.4
0.93	2.4	3.2	2.4	3.2	3.2
0.932	2.4	2.4	2.4	3.2	2.4
0.934	2.4	3.2	2.4	3.2	3.2
0.936	3.2	2.4	2.4	2.4	3.2
0.938	3.2	2.4	3.2	3.2	3.2
0.94	3.2	2.4	2.4	2.4	2.4
0.942	3.2	2.4	2.4	3.2	2.4
0.944	3.2	2.4	2.4	3.2	3.2
0.946	3.2	3.2	3.2	3.2	2.4
0.948	2.4	2.4	3.2	3.2	2.4
0.95	3.2	3.2	3.2	3.2	3.2
0.952	3.2	3.2	2.4	2.4	3.2
0.954	3.2	2.4	2.4	3.2	3.2
0.956	3.2	3.2	3.2	3.2	3.2
0.958	3.2	3.2	3.2	3.2	3.2
0.96	3.2	2.4	3.2	2.4	2.4
0.962	2.4	3.2	3.2	3.2	4
0.964	2.4	2.4	2.4	2.4	3.2
0.966	3.2	2.4	1.6	3.2	4
0.968	3.2	2.4	3.2	3.2	3.2
0.97	3.2	3.2	2.4	3.2	2.4
0.972	3.2	2.4	3.2	3.2	2.4
0.974	3.2	3.2	3.2	3.2	3.2
0.976	3.2	3.2	2.4	4	3.2
0.978	3.2	3.2	3.2	3.2	3.2
0.98	4	2.4	2.4	3.2	2.4
0.982	3.2	3.2	3.2	3.2	2.4
0.984	3.2	4	2.4	3.2	2.4
0.986	2.4	2.4	2.4	3.2	2.4
0.988	3.2	2.4	3.2	3.2	3.2
0.99	3.2	2.4	3.2	2.4	3.2
0.992	3.2	3.2	2.4	2.4	2.4
0.994	2.4	3.2	2.4	2.4	3.2
0.996	2.4	1.6	2.4	2.4	3.2
0.998	3.2	3.2	3.2	1.6	3.2
1	3.2	2.4	2.4	1.6	2.4
1.002	2.4	3.2	3.2	2.4	2.4
1.004	2.4	3.2	3.2	3.2	2.4
1.006	2.4	3.2	2.4	3.2	3.2
1.008	3.2	2.4	3.2	4	1.6
1.01	2.4	3.2	2.4	3.2	3.2
1.012	2.4	2.4	2.4	2.4	3.2
1.014	3.2	2.4	2.4	3.2	2.4
1.016	2.4	3.2	2.4	2.4	2.4
1.018	2.4	4	2.4	2.4	3.2
1.02	2.4	2.4	3.2	3.2	2.4
1.022	3.2	3.2	3.2	3.2	3.2
1.024	3.2	3.2	2.4	2.4	3.2
1.026	3.2	2.4	3.2	2.4	1.6
1.028	3.2	3.2	2.4	1.6	2.4
1.03	2.4	2.4	3.2	1.6	3.2
1.032	3.2	2.4	1.6	3.2	3.2
1.034	3.2	2.4	3.2	2.4	3.2
1.036	2.4	3.2	3.2	3.2	2.4
1.038	2.4	3.2	3.2	3.2	3.2
1.04	3.2	3.2	2.4	2.4	3.2
1.042	3.2	2.4	3.2	2.4	3.2
1.044	2.4	2.4	3.2	3.2	3.2
1.046	2.4	2.4	3.2	3.2	2.4
1.048	3.2	3.2	2.4	3.2	2.4
1.05	1.6	3.2	2.4	3.2	2.4
